"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"X509881","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"X4358023","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","",""
"X851937","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinatimonas","hippei"
"X146880","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","p-1630-c5"
"X26311","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leucobacter",""
"X4140499","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","",""
"X948115","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus",""
"X113935","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Pilimelia",""
"X353729","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",""
"X4466549","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus",""
"X806468","Bacteria","Firmicutes","Clostridia","SHA-98","D2","",""
"X4395692","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","elegans"
"X270818","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis","halotolerans"
"X4154872","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Cloacibacterium",""
"X4311601","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Sporomusa",""
"X1671566","Bacteria","Chloroflexi","Anaerolineae","H39","","",""
"X4343928","Bacteria","Acidobacteria","TM1","","","",""
"X156857","Bacteria","Acidobacteria","Acidobacteria-6","CCU21","","",""
"X593863","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FFCH10602",""
"X4328567","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",""
"X538247","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia","nasimurium"
"X812972","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","",""
"X195967","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"X4316205","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","[Chromatiaceae]","Alishewanella",""
"X3587027","Bacteria","Acidobacteria","iii1-8","32-20","","",""
"X4484176","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","",""
"X586084","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","",""
"X4372979","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","FW","4-29",""
"X156878","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87","","",""
"X1136256","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Zobellella","taiwanensis"
"X944401","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","cryoconitis"
"X106297","Bacteria","Chloroflexi","TK10","WMSP1","","",""
"X155936","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Ammoniphilus",""
"X4360923","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","",""
"X143216","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50","","",""
"X4444760","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",""
"X43181","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Anaerovirgula",""
"X4455242","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","ichthyoenteri"
"X4357886","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylosinus",""
"X4415689","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium",""
"X3779654","Bacteria","Cyanobacteria","Chloroplast","Stramenopiles","","",""
"X344593","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","subflava"
"X195316","Bacteria","Acidobacteria","[Chloracidobacteria]","11-24","","",""
"X4464026","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus","luteus"
"X181971","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","N09",""
"X2484834","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Frankiaceae","Frankia",""
"X4295908","Bacteria","WS4","","","","",""
"X11622","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Frankiaceae","",""
"X128041","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","G07",""
"X4453550","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","RFN20",""
"X535859","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","EB1017","",""
"X215915","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas",""
"X4388880","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Sharpea",""
"X763545","Bacteria","WS3","PRR-12","Sediment-1","PRR-10","",""
"X1144253","Bacteria","WPS-2","","","","",""
"X633707","Bacteria","Proteobacteria","Alphaproteobacteria","Ellin329","","",""
"X254744","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","",""
"X4391672","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","humi"
"X14205","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","[Clostridium]","sordellii"
"X1011380","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","",""
"X209573","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","","",""
"X905211","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia",""
"X1564146","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacter",""
"X55691","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",""
"X4365684","Bacteria","TM7","TM7-3","CW040","","",""
"X87506","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Eikenella",""
"X4463044","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","",""
"X972024","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","bacteriovorus"
"X4314545","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum",""
"X849683","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","",""
"X61102","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","citronellolis"
"X215959","Bacteria","Planctomycetes","Phycisphaerae","Pla1","","",""
"X4431592","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","amylolyticus"
"X572740","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus",""
"X254133","Bacteria","Armatimonadetes","0319-6E2","","","",""
"X1106060","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","bacilliformis"
"X4480598","Bacteria","Firmicutes","Bacilli","Bacillales","[Exiguobacteraceae]","",""
"X4484060","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Carica","papaya"
"X823745","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Necropsobacter","rosorum"
"X4424725","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",""
"X1130271","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Promicromonospora",""
"X1873","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum",""
"X271921","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","muralis"
"X4409769","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"X4474736","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",""
"X831809","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",""
"X40839","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","mitsuokai"
"X4382279","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Virgisporangium",""
"X593781","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","haemoperoxidus"
"X4458709","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"X3528445","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera",""
"X13813","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Selenomonas","ruminantium"
"X904212","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","C111","",""
"X588740","Bacteria","Planctomycetes","BD7-11","","","",""
"X152632","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","",""
"X4398067","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia",""
"X707770","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Dickeya",""
"X4361455","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","ximonensis"
"X4386220","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","",""
"X1130616","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","mannanilyticus"
"X4469417","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"X4450215","Bacteria","Proteobacteria","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","",""
"X4361861","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","",""
"X4299497","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis",""
"X1131220","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","celatum"
"X4311869","Bacteria","NC10","12-24","","","",""
"X4435982","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii"
"X785522","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina",""
"X110208","Bacteria","Acidobacteria","Solibacteres","Solibacterales","AKIW659","",""
"X215100","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1","","",""
"X4329467","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","BD2-13",""
"X2342005","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Xenorhabdus","indica"
"X4417061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacter",""
"X2450568","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","","",""
"X145762","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","GZKB119","",""
"X4389141","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia","gibsonii"
"X808919","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter","fasciculatus"
"X565570","Archaea","Euryarchaeota","Thermoplasmata","E2","[Methanomassiliicoccaceae]","vadinCA11",""
"X197631","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Oenococcus","oeni"
"X239836","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus",""
"X816915","Bacteria","GAL15","","","","",""
"X1137031","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","acidilactici"
"X186275","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","albus"
"X4362470","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","paracuniculus"
"X144589","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"X224486","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales","Xenococcaceae","",""
"X312648","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","eikelboomii"
"X1034839","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseococcus",""
"X571589","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","caseolyticus"
"X568727","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","thermotolerans"
"X342221","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus",""
"X1591","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","debontii"
"X181861","Bacteria","SBR1093","","","","",""
"X4483006","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","cereus"
"X4303249","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","adhaesivum"
"X4343405","Bacteria","Cyanobacteria","4C0d-2","SM1D11","","",""
"X3229180","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Raphanus","sativus"
"X715993","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Flavisolibacter",""
"X4415616","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","clausii"
"X4429736","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",""
"X4482992","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salinibacillus","aidingensis"
"X1113318","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter","cryaerophilus"
"X4327415","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","cellicola"
"X4320901","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Cellulosimicrobium",""
"X4354496","Bacteria","TM6","SJA-4","","","",""
"X200455","Bacteria","Firmicutes","Bacilli","Bacillales","[Thermicanaceae]","Bacillus","schlegelii"
"X987934","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",""
"X4460853","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus","fascians"
"X150977","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Edaphobacter",""
"X553047","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus",""
"X4438608","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus",""
"X650615","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","stationis"
"X4478762","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Lacticigenium","naphtae"
"X3568714","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Trochodendron","aralioides"
"X46931","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Brenneria","salicis"
"X185593","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","",""
"X4457889","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","",""
"X336703","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","psychrophilus"
"X51091","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Enterococcus","casseliflavus"
"X4364838","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",""
"X109057","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","",""
"X944435","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","",""
"X865077","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","",""
"X4385104","Bacteria","Armatimonadetes","Chthonomonadetes","SJA-22","","",""
"X2072645","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Shigella","sonnei"
"X91842","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","SHD-231",""
"X512629","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus",""
"X4447437","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Demequina",""
"X1087462","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga",""
"X4442407","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","suberifaciens"
"X4457129","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Marinilactibacillus","psychrotolerans"
"X533516","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella","gracilis"
"X4446956","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sanguibacteraceae","Sanguibacter","soli"
"X34409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus",""
"X1138936","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Byssovorax","cruenta"
"X214422","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",""
"X469663","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Atopobium","vaginae"
"X3746871","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Didymeles","perrieri"
"X1134168","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","seminis"
"X4468125","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus",""
"X896425","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinospicaceae","",""
"X112876","Bacteria","Gemmatimonadetes","Gemmatimonadetes","","","",""
"X584500","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",""
"X757998","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas","gadei"
"X51778","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae","Nostocoida","limicola III"
"X156963","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","",""
"X206404","Bacteria","OD1","","","","",""
"X969248","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium","paucivorans"
"X253863","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinocorallia",""
"X49602","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas","ureae"
"X4416105","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Clavibacter",""
"X4384058","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella",""
"X4422114","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","aureofaciens"
"X4448576","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40","",""
"X272261","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","ML635J-40","",""
"X821185","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","atratus"
"X739325","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae","Coprothermobacter",""
"X72155","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus"
"X565709","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum",""
"X1126421","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","hydrophila"
"X3225199","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Lupinus","luteus"
"X823916","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",""
"X555870","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Samsonia","erythrinae"
"X108280","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","",""
"X4407979","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","boronitolerans"
"X12562","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","europaeus"
"X4463767","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","",""
"X4431959","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","ghanensis"
"X4360711","Bacteria","NC10","12-24","JH-WHS47","","",""
"X4318694","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Pelosinus",""
"X7316","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Telluria","mixta"
"X18989","Bacteria","[Thermi]","Deinococci","Thermales","Thermaceae","Thermus",""
"X185100","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","",""
"X253428","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Pseudoalteromonadaceae","Pseudoalteromonas",""
"X4373910","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","oralis"
"X346995","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus",""
"X1142026","Bacteria","[Thermi]","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","geothermalis"
"X554705","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","schindleri"
"X4469090","Bacteria","Bacteroidetes","[Rhodothermi]","[Rhodothermales]","Rhodothermaceae","Rubricoccus",""
"X826124","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"X4424925","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Niabella",""
"X4351051","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",""
"X774561","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Microbispora","rosea"
"X374923","Bacteria","Bacteroidetes","Bac22","","","",""
"X310532","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aquamicrobium","aerolatum"
"X101021","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","",""
"X4456894","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium","aureum"
"X271147","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Dermabacter",""
"X563240","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythromicrobium","ramosum"
"X4360474","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",""
"X1136762","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",""
"X2978669","Bacteria","Lentisphaerae","[Lentisphaeria]","Z20","R4-45B","",""
"X682821","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Polynucleobacter","cosmopolitanus"
"X1121340","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",""
"X698296","Bacteria","Cyanobacteria","Oscillatoriophycideae","Oscillatoriales","Phormidiaceae","Arthrospira","platensis"
"X366419","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","thermodenitrificans"
"X1122588","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Acaricomes","phytoseiuli"
"X2750808","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Helcococcus",""
"X731247","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","",""
"X70363","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella",""
"X1131213","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Sinomonas",""
"X4472813","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix","ochracea"
"X4469172","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","",""
"X4297391","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Phycicoccus",""
"X522702","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12","",""
"X672587","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Pleomorphomonas",""
"X4402869","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Cellulomonas",""
"X323098","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Fervidobacterium",""
"X244196","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Beutenbergiaceae","Salana","multivorans"
"X664205","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","coagulans"
"X4434317","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas",""
"X4323865","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","lautus"
"X4361424","Bacteria","Proteobacteria","Betaproteobacteria","Procabacteriales","Procabacteriaceae","Leeia","oryzae"
"X4301240","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","",""
"X811257","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",""
"X199904","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicimonaceae","",""
"X329540","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","",""
"X209250","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075","",""
"X3174268","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","",""
"X903187","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Ellin5290","","",""
"X76821","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","penetrans"
"X264546","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes","faecalis"
